"Comunidad.Autónoma";"Provincia";"Gasto.Total.Prestación";"Gasto.Prestación.Contributiva";"Gasto.Subsidio.Desempleo";"Gasto.Renta.Activa.Inserción";"Gasto.Subsidio.Eventuales.Agrarios";"mes";"any"
"Castilla - La Mancha";"Cuenca";4560,5;2891,47;1314,91;315,87;0;"09";"2018"
"Castilla - La Mancha";"Guadalajara";7377,17;5588,57;1516,62;243,58;0;"09";"2018"
"Castilla - La Mancha";"Toledo";19787,97;11825,99;6320,5;1442,04;0;"09";"2018"
"Cataluña";"Barcelona";158017,8;123744,32;29410,21;4444,1;0;"09";"2018"
"Cataluña";"Girona";19242,27;14466,53;4060,93;642,93;0;"09";"2018"
"Cataluña";"Lleida";9842,47;7458,33;1981,52;364,27;0;"09";"2018"
"Cataluña";"Tarragona";21653,48;15447,14;5177,91;927,65;0;"09";"2018"
"Comunitat Valenciana";"Alicante/Alacant";58050,74;38143,92;15809,64;3587,12;0;"09";"2018"
"Comunitat Valenciana";"Castellón/Castelló";18969,51;13053,34;4971,96;828,25;0;"09";"2018"
"Comunitat Valenciana";"Valencia/Valéncia";85804,25;60203,73;20347,5;4661,52;0;"09";"2018"
"Extremadura";"Badajoz";27863,62;11481,73;10511,4;1767,6;3819,57;"09";"2018"
"Extremadura";"Cáceres";16017,98;6751,37;6019,45;824,89;2336,53;"09";"2018"
"Galicia";"Coruña, A";27558,77;19433,06;6641,86;1351,01;0;"09";"2018"
"Galicia";"Lugo";6763,93;4470,44;1893,08;365,6;0;"09";"2018"
"Galicia";"Ourense";7005,13;4198,52;2383,62;381,77;0;"09";"2018"
"Galicia";"Pontevedra";25448,51;16986,14;6970,06;1345,37;0;"09";"2018"
"Madrid";"Madrid";174021,71;142313,52;25842,47;5287,33;0;"09";"2018"
"Murcia";"Murcia";51753,75;39255,66;9370,67;2695,28;0;"09";"2018"
"Navarra";"Navarra";15772,25;12859,69;2581,62;320,97;0;"09";"2018"
"País Vasco";"Araba/Álava";7938,71;6640,28;1154,52;137,24;0;"09";"2018"
"País Vasco";"Gipuzkoa";15646,23;13141,35;2257,36;241,63;0;"09";"2018"
"País Vasco";"Bizkaia";27215,7;22224,77;4418,75;557,75;0;"09";"2018"
"La Rioja";"Rioja, La";8143,07;6458,94;1453,71;213,68;0;"09";"2018"
"Ceuta";"Ceuta";2507,22;1042,65;1088,75;289,34;0;"09";"2018"
"Melilla";"Melilla";2082,36;1080,51;722,82;212,33;0;"09";"2018"
"Andalucía";"Almería";27376,77;16916,59;7706,49;1334,94;1247,45;"10";"2018"
"Andalucía";"Cádiz";48685,17;24166,54;16781,72;3663,28;3625,76;"10";"2018"
"Andalucía";"Córdoba";37599,28;13174,32;13898,36;1744,41;8551,22;"10";"2018"
"Andalucía";"Granada";39695,41;17925,69;14123,44;2136,81;5270,92;"10";"2018"
"Andalucía";"Huelva";28586,14;15231,46;8440,79;1256,65;3536,44;"10";"2018"
"Andalucía";"Jaén";30591,64;10860,49;11400,57;1310,71;6854,86;"10";"2018"
"Andalucía";"Málaga";55730,61;32089,36;16455,87;3317,7;3542,19;"10";"2018"
"Andalucía";"Sevilla";77287,06;34810,28;25840,48;5025,07;10972,98;"10";"2018"
"Aragón";"Huesca";5699,42;4644,52;912,5;137,31;0;"10";"2018"
"Aragón";"Teruel";2983,68;2221,62;655,76;96,85;0;"10";"2018"
"Aragón";"Zaragoza";23772,72;18700,79;4254,71;783,19;0;"10";"2018"
"Asturias";"Asturias";26471,24;19110,05;6014,68;1296,44;0;"10";"2018"
"Illes Balears";"Balears, Illes";31010,55;24894,55;5543,16;545,99;0;"10";"2018"
"Canarias";"Palmas, Las";39645,49;25910,05;10679,75;2860,87;0;"10";"2018"
"Canarias";"Santa Cruz de Tenerife";35783,55;21725,67;11062,18;2759,45;0;"10";"2018"
"Cantabria";"Cantabria";14432,9;10249,17;3548,42;613,05;0;"10";"2018"
"Castilla y León";"Ávila";4059,64;2616,45;1200,33;225,68;0;"10";"2018"
"Castilla y León";"Burgos";9156,68;6806,39;2028;308,21;0;"10";"2018"
"Castilla y León";"León";11048,76;7621,66;2859,28;531,63;0;"10";"2018"
"Castilla y León";"Palencia";4134,62;3075,06;908,58;139,45;0;"10";"2018"
"Castilla y León";"Salamanca";8309,99;5451,55;2362,5;456,41;0;"10";"2018"
"Castilla y León";"Segovia";2900,76;2130,7;651,77;111,99;0;"10";"2018"
"Castilla y León";"Soria";1763,65;1355,04;356,71;49,12;0;"10";"2018"
"Castilla y León";"Valladolid";12659,34;9735,02;2380,04;510,72;0;"10";"2018"
"Castilla y León";"Zamora";4131,62;2579,14;1274,27;255,59;0;"10";"2018"
"Castilla - La Mancha";"Albacete";11751,13;7188,17;3667,2;830,19;0;"10";"2018"
"Castilla - La Mancha";"Ciudad Real";14657,42;7988,96;5230,59;1310,55;0;"10";"2018"
"Castilla - La Mancha";"Cuenca";4646,55;2944,51;1380,42;301,45;0;"10";"2018"
"Castilla - La Mancha";"Guadalajara";7220,35;5408,92;1539,29;253,44;0;"10";"2018"
"Castilla - La Mancha";"Toledo";20158,52;12043,38;6573,31;1419,49;0;"10";"2018"
"Cataluña";"Barcelona";159892,8;124776,44;30364,61;4485,64;0;"10";"2018"
"Cataluña";"Girona";22610,19;16877,62;5037,03;642,05;0;"10";"2018"
"Cataluña";"Lleida";11760,19;9021,73;2347,78;363,87;0;"10";"2018"
"Cataluña";"Tarragona";23847,84;17024,06;5833,23;922,88;0;"10";"2018"
"Comunitat Valenciana";"Alicante/Alacant";57952,76;37777,64;16261,86;3592,05;0;"10";"2018"
"Comunitat Valenciana";"Castellón/Castelló";17713,23;12135,55;4680,75;824,76;0;"10";"2018"
"Comunitat Valenciana";"Valencia/Valéncia";78351,19;53339,65;19980,09;4665,49;0;"10";"2018"
"Extremadura";"Badajoz";29395,28;12395,54;11222,61;1758,78;3844,2;"10";"2018"
"Extremadura";"Cáceres";16299,28;6989,28;6161,77;818,35;2274,79;"10";"2018"
"Galicia";"Coruña, A";27904,96;19478,63;6988;1359,99;0;"10";"2018"
"Galicia";"Lugo";7156,57;4771,03;2011,14;351,95;0;"10";"2018"
"Galicia";"Ourense";7301,34;4411,66;2483,39;380,62;0;"10";"2018"
"Galicia";"Pontevedra";26512,48;17741,59;7367,38;1311,12;0;"10";"2018"
"Madrid";"Madrid";173989,5;141234,29;26999,7;5387,6;0;"10";"2018"
"Murcia";"Murcia";50556,79;37702,46;9912,8;2659,98;0;"10";"2018"
"Navarra";"Navarra";15835,24;12863,46;2637,86;329,22;0;"10";"2018"
"País Vasco";"Araba/Álava";7982,79;6652,52;1192,08;134,53;0;"10";"2018"
"País Vasco";"Gipuzkoa";15512,3;12957,36;2309,7;242,1;0;"10";"2018"
"País Vasco";"Bizkaia";26497,26;21412,83;4522,58;554,26;0;"10";"2018"
"La Rioja";"Rioja, La";7665,45;5995,17;1450,61;208,05;0;"10";"2018"
"Ceuta";"Ceuta";2410,88;1011,03;1076,44;268,42;0;"10";"2018"
"Melilla";"Melilla";1993,18;981,8;755,44;210,07;0;"10";"2018"
"Andalucía";"Almería";25874,66;15356,63;7808,75;1392,95;1241,5;"11";"2018"
"Andalucía";"Cádiz";53098,06;27646,6;17899,74;3711,93;3635,61;"11";"2018"
"Andalucía";"Córdoba";37284,73;13588,59;13479,24;1743,12;8371,32;"11";"2018"
"Andalucía";"Granada";41083,38;19130,54;14437,83;2137,8;5267,64;"11";"2018"
"Andalucía";"Huelva";29170,05;15164,81;8968,11;1251,32;3730,64;"11";"2018"
"Andalucía";"Jaén";31292,21;12000,39;11118,47;1314,76;6779,41;"11";"2018"
"Andalucía";"Málaga";62481,54;37933,45;17499,67;3314,89;3586,58;"11";"2018"
"Andalucía";"Sevilla";80671,86;36567,98;27129,73;5070,85;11600,75;"11";"2018"
"Aragón";"Huesca";6046,77;4928,77;979,95;135,84;0;"11";"2018"
"Aragón";"Teruel";3030,01;2259,11;677,45;88,13;0;"11";"2018"
"Aragón";"Zaragoza";25162,8;19864,93;4515,84;768,19;0;"11";"2018"
"Asturias";"Asturias";27292,07;19704,12;6277,34;1287,2;0;"11";"2018"
"Illes Balears";"Balears, Illes";61782,2;50560,09;10668,28;541,48;0;"11";"2018"
"Canarias";"Palmas, Las";41385,79;27480,74;10945,49;2883,8;0;"11";"2018"
"Canarias";"Santa Cruz de Tenerife";36682,97;22498,42;11276,01;2808,27;0;"11";"2018"
"Cantabria";"Cantabria";15558,26;11186,13;3758,52;601,2;0;"11";"2018"
"Castilla y León";"Ávila";4386,47;2856,3;1292,13;228,42;0;"11";"2018"
"Castilla y León";"Burgos";9842,96;7408,38;2113,15;315,52;0;"11";"2018"
"Castilla y León";"León";11748,74;8170,93;3020,85;537,66;0;"11";"2018"
"Castilla y León";"Palencia";4258,78;3177,14;928,63;146,79;0;"11";"2018"
"Castilla y León";"Salamanca";8627,65;5670,24;2472,73;465,42;0;"11";"2018"
"Castilla y León";"Segovia";3286,67;2457,14;713,54;112,72;0;"11";"2018"
"Castilla y León";"Soria";2056,46;1615,5;393,14;47,46;0;"11";"2018"
"Castilla y León";"Valladolid";13246,06;10190,11;2530,38;509,75;0;"11";"2018"
"Castilla y León";"Zamora";4314,87;2683,79;1364,92;254,06;0;"11";"2018"
"Castilla - La Mancha";"Albacete";12302,94;7590,18;3855,86;819,91;0;"11";"2018"
"Castilla - La Mancha";"Ciudad Real";15767,45;8764,08;5613,62;1327,85;0;"11";"2018"
"Castilla - La Mancha";"Cuenca";4976,48;3205,99;1453,19;309,48;0;"11";"2018"
"Castilla - La Mancha";"Guadalajara";7080,65;5328,28;1499,78;245,76;0;"11";"2018"
"Castilla - La Mancha";"Toledo";20887,94;12628,1;6803,44;1405,16;0;"11";"2018"
"Cataluña";"Barcelona";162979,34;127278,42;31160,75;4420,69;0;"11";"2018"
"Cataluña";"Girona";27359,44;20761,64;5939,54;629,59;0;"11";"2018"
"Cataluña";"Lleida";12598,98;9763,86;2436,67;383,88;0;"11";"2018"
"Cataluña";"Tarragona";28253,94;20734,71;6590,29;897,67;0;"11";"2018"
"Comunitat Valenciana";"Alicante/Alacant";59484,88;38814,82;16926,13;3598,46;0;"11";"2018"
"Comunitat Valenciana";"Castellón/Castelló";17378,82;11979,07;4559,25;807,48;0;"11";"2018"
"Comunitat Valenciana";"Valencia/Valéncia";74163,56;49690,08;19669,93;4636,68;0;"11";"2018"
"Extremadura";"Badajoz";31634,65;13656,01;11942,67;1727,42;4227,78;"11";"2018"
"Extremadura";"Cáceres";16799,17;7414,14;6210,37;813,79;2332,3;"11";"2018"
"Galicia";"Coruña, A";29169,01;20486,26;7280,66;1366,15;0;"11";"2018"
"Galicia";"Lugo";7347,39;4885,27;2114,06;337,98;0;"11";"2018"
"Galicia";"Ourense";7769,07;4797,95;2579,35;380,71;0;"11";"2018"
"Galicia";"Pontevedra";28683,19;19477,02;7865,66;1303,69;0;"11";"2018"
"Madrid";"Madrid";173219,33;140542,34;27190,41;5310,04;0;"11";"2018"
"Murcia";"Murcia";48827,4;35618,64;10395,16;2675,17;0;"11";"2018"
"Navarra";"Navarra";17853,2;14793,87;2737,96;320,06;0;"11";"2018"
"País Vasco";"Araba/Álava";8253,58;6902,26;1213,7;136,19;0;"11";"2018"
"País Vasco";"Gipuzkoa";15757,76;13130,67;2386,19;238,66;0;"11";"2018"
"País Vasco";"Bizkaia";26547,03;21401,84;4583,66;558,29;0;"11";"2018"
"La Rioja";"Rioja, La";8277,97;6507,54;1550,08;214,21;0;"11";"2018"
"Ceuta";"Ceuta";2439,12;1041,26;1105,5;271,54;0;"11";"2018"
"Melilla";"Melilla";1960,5;926,76;790,03;224,59;0;"11";"2018"
"Andalucía";"Almería";24640,59;14656,82;7422,51;1379,51;1169,12;"12";"2018"
"Andalucía";"Cádiz";54397,02;29610,77;17701,28;3680,5;3368,98;"12";"2018"
"Andalucía";"Córdoba";32742,47;12080,25;11618,13;1690,44;7336,31;"12";"2018"
"Andalucía";"Granada";37824,03;18077,63;12926,44;2074,24;4722,79;"12";"2018"
"Andalucía";"Huelva";29974,28;16409,55;8767,32;1226,21;3558,87;"12";"2018"
"Andalucía";"Jaén";21455,94;8545,97;7015;1147,48;4732,43;"12";"2018"
"Andalucía";"Málaga";65505,99;41421,64;17467,01;3271,9;3323,02;"12";"2018"
"Andalucía";"Sevilla";78018,92;35548,41;26418,13;5076,62;10918,31;"12";"2018"
"Aragón";"Huesca";5559,37;4505,95;922,25;130,58;0;"12";"2018"
"Aragón";"Teruel";3002,07;2223,37;689,09;87,46;0;"12";"2018"
"Aragón";"Zaragoza";24960,41;19755,67;4436,77;765,8;0;"12";"2018"
"Asturias";"Asturias";27018,95;19409,79;6336,21;1269,16;0;"12";"2018"
"Illes Balears";"Balears, Illes";97662,2;82755,61;14379,17;527,31;0;"12";"2018"
"Canarias";"Palmas, Las";41629,37;27896,99;10892,78;2831,74;0;"12";"2018"
"Canarias";"Santa Cruz de Tenerife";36293,04;22233,43;11287,61;2759,14;0;"12";"2018"
"Cantabria";"Cantabria";16407,31;11895,83;3903,65;603,94;0;"12";"2018"
"Castilla y León";"Ávila";4182,95;2681,47;1272,18;225,38;0;"12";"2018"
"Castilla y León";"Burgos";9999,93;7551,99;2129,95;316,64;0;"12";"2018"
"Castilla y León";"León";11903,32;8255,32;3111,43;531,54;0;"12";"2018"
"Castilla y León";"Palencia";4359,24;3255,88;951,46;150,61;0;"12";"2018"
"Castilla y León";"Salamanca";8662,96;5689,67;2519,39;449,61;0;"12";"2018"
"Castilla y León";"Segovia";3333,16;2503,67;716,56;112,03;0;"12";"2018"
"Castilla y León";"Soria";2165,26;1711,81;402,9;50,55;0;"12";"2018"
"Castilla y León";"Valladolid";12534,14;9508,92;2520,42;502,69;0;"12";"2018"
"Castilla y León";"Zamora";4361,97;2715,42;1381,64;259,86;0;"12";"2018"
"Castilla - La Mancha";"Albacete";11863,28;7240,12;3824,77;791,6;0;"12";"2018"
"Castilla - La Mancha";"Ciudad Real";15451,83;8707,37;5426,25;1304,67;0;"12";"2018"
"Castilla - La Mancha";"Cuenca";4646,66;2913,78;1423,84;307,58;0;"12";"2018"
"Castilla - La Mancha";"Guadalajara";7488,15;5679,58;1558,24;249,15;0;"12";"2018"
"Castilla - La Mancha";"Toledo";20452,13;12357,6;6711,61;1376,21;0;"12";"2018"
"Cataluña";"Barcelona";162141,27;126901,95;30818,19;4399,87;0;"12";"2018"
"Cataluña";"Girona";29901,73;23146,23;6106,97;635,79;0;"12";"2018"
"Cataluña";"Lleida";12009,99;9166,59;2447,03;388,78;0;"12";"2018"
"Cataluña";"Tarragona";30578,64;22852,14;6839,2;879,51;0;"12";"2018"
"Comunitat Valenciana";"Alicante/Alacant";59979,64;39389,97;16972,71;3596,72;0;"12";"2018"
"Comunitat Valenciana";"Castellón/Castelló";17742,03;12411,28;4511,35;813;0;"12";"2018"
"Comunitat Valenciana";"Valencia/Valéncia";71929,46;47919,88;19402,47;4580,52;0;"12";"2018"
"Extremadura";"Badajoz";30851,01;13526,91;11647,27;1673,92;3989,87;"12";"2018"
"Extremadura";"Cáceres";17410,49;8142,02;6181,81;789,26;2291,76;"12";"2018"
"Galicia";"Coruña, A";29753,45;21131,64;7272,31;1346,8;0;"12";"2018"
"Galicia";"Lugo";7722,58;5295,84;2091,75;332,01;0;"12";"2018"
"Galicia";"Ourense";7926,08;4983,04;2577,17;364,35;0;"12";"2018"
"Galicia";"Pontevedra";29437,78;20165,39;8005,25;1257,44;0;"12";"2018"
"Madrid";"Madrid";172191,26;139684,96;27204,05;5278,79;0;"12";"2018"
"Murcia";"Murcia";47531,91;34387,09;10500,85;2618,73;0;"12";"2018"
"Navarra";"Navarra";16993,96;13863,54;2819,22;311,06;0;"12";"2018"
"País Vasco";"Araba/Álava";7934,93;6599,06;1200,94;134,5;0;"12";"2018"
"País Vasco";"Gipuzkoa";15821,89;13245,54;2335,46;240,34;0;"12";"2018"
"País Vasco";"Bizkaia";25910,71;20821,05;4544,95;544,48;0;"12";"2018"
"La Rioja";"Rioja, La";8049,68;6312,78;1534,31;201,82;0;"12";"2018"
"Ceuta";"Ceuta";2338,88;977,06;1095,79;263,74;0;"12";"2018"
"Melilla";"Melilla";1759,52;877,7;672,25;207,99;0;"12";"2018"
"Andalucía";"Almería";24154,9;13206,82;7480,2;1863,39;1336,42;"01";"2017"
"Andalucía";"Cádiz";54065,61;26801,6;17809,74;4961,29;3727,71;"01";"2017"
"Andalucía";"Córdoba";34036,67;12386,45;11244,99;2155,35;7973,31;"01";"2017"
"Andalucía";"Granada";37336,7;16741,21;12538,86;2665,41;5050,37;"01";"2017"
"Andalucía";"Huelva";28471,13;14783,5;8325,08;1631,09;3528,14;"01";"2017"
"Andalucía";"Jaén";22957,08;7884,14;7292,04;1471,01;6149,56;"01";"2017"
"Andalucía";"Málaga";65589,08;38390,31;18462,06;4603,55;3571,36;"01";"2017"
"Andalucía";"Sevilla";83022,68;37111,57;27062,63;6200,68;11741,28;"01";"2017"
"Aragón";"Huesca";5769;4450,73;1110,04;192,75;0;"01";"2017"
"Aragón";"Teruel";3867,7;2918,02;784,84;151,75;0;"01";"2017"
"Aragón";"Zaragoza";26334,8;19709,39;5374,37;1186,04;0;"01";"2017"
"Asturias";"Asturias";31342,83;21925,55;7645,51;1703,28;0;"01";"2017"
"Illes Balears";"Balears, Illes";86847,43;69450,35;16427,53;935,95;0;"01";"2017"
"Canarias";"Palmas, Las";40064,13;24168,58;11696,25;3762,82;0;"01";"2017"
"Canarias";"Santa Cruz de Tenerife";37078,84;21183,46;11977,87;3521,75;0;"01";"2017"
"Cantabria";"Cantabria";19169,72;13551,21;4735,68;849,01;0;"01";"2017"
"Castilla y León";"Ávila";4557,35;2820,02;1411,96;301,13;0;"01";"2017"
"Castilla y León";"Burgos";10989,63;7890,9;2615,27;453,8;0;"01";"2017"
"Castilla y León";"León";14557,02;10142,83;3674,89;695,17;0;"01";"2017"
"Castilla y León";"Palencia";4958,05;3628,63;1121,96;194,38;0;"01";"2017"
"Castilla y León";"Salamanca";9652,59;6167,25;2818,55;617,81;0;"01";"2017"
"Castilla y León";"Segovia";3934,96;2847,95;901,35;178,15;0;"01";"2017"
"Castilla y León";"Soria";2422,31;1824,27;516,12;77,86;0;"01";"2017"
"Castilla y León";"Valladolid";13836,95;10046,2;3031,73;715,3;0;"01";"2017"
"Castilla y León";"Zamora";5109,95;3198,25;1577,13;315,68;0;"01";"2017"
"Castilla - La Mancha";"Albacete";13210,79;7692,23;4306,61;1079,71;0;"01";"2017"
"Castilla - La Mancha";"Ciudad Real";17127,09;9087,29;6129,11;1643,54;0;"01";"2017"
"Castilla - La Mancha";"Cuenca";5644,32;3316,74;1838;431,79;0;"01";"2017"
"Castilla - La Mancha";"Guadalajara";8630,55;6285,65;1959,68;351,91;0;"01";"2017"
"Castilla - La Mancha";"Toledo";23503,28;13427,87;7828,54;1984,23;0;"01";"2017"
"Cataluña";"Barcelona";174258,8;128054,89;38834,42;6969,74;0;"01";"2017"
"Cataluña";"Girona";30546;22547,03;7016,43;934,08;0;"01";"2017"
"Cataluña";"Lleida";12570,21;9166,27;2805,91;559,83;0;"01";"2017"
"Cataluña";"Tarragona";32458,79;23007,4;7894,21;1461,4;0;"01";"2017"
"Comunitat Valenciana";"Alicante/Alacant";59481,92;35945,03;17956,98;5060,2;0;"01";"2017"
"Comunitat Valenciana";"Castellón/Castelló";17918,72;11520,23;5068,83;1230,35;0;"01";"2017"
"Comunitat Valenciana";"Valencia/Valéncia";77993,69;49244,22;21849,08;6333,33;0;"01";"2017"
"Extremadura";"Badajoz";32151,15;13833,56;11757,87;2035,5;4292,37;"01";"2017"
"Extremadura";"Cáceres";19196,16;8665,16;6796,33;1019,64;2628,92;"01";"2017"
"Galicia";"Coruña, A";35979,16;25590,11;8571,12;1713,63;0;"01";"2017"
"Galicia";"Lugo";9133,59;6169,38;2465,35;474,95;0;"01";"2017"
"Galicia";"Ourense";8904,5;5441,75;2928,16;497,47;0;"01";"2017"
"Galicia";"Pontevedra";33758,51;22055,65;9647,3;1914,41;0;"01";"2017"
"Madrid";"Madrid";189733,61;149964,03;32268,6;7154,79;0;"01";"2017"
"Murcia";"Murcia";46436,65;31365,72;10963,28;3686,41;0;"01";"2017"
"Navarra";"Navarra";19757,72;15593,18;3620,26;533,03;0;"01";"2017"
"País Vasco";"Araba/Álava";8530,9;6851,52;1460,62;216,45;0;"01";"2017"
"País Vasco";"Gipuzkoa";18524,62;15117,68;3071,2;329,88;0;"01";"2017"
"País Vasco";"Bizkaia";29769,62;23554,24;5440,05;766,54;0;"01";"2017"
"La Rioja";"Rioja, La";9226,62;6944,25;1848,34;412,23;0;"01";"2017"
"Ceuta";"Ceuta";2259,54;946,27;870,42;315,96;0;"01";"2017"
"Melilla";"Melilla";2276,02;1101,09;881,29;236,8;0;"01";"2017"
"Andalucía";"Almería";22768,79;12123,47;7268,4;1831,85;1272,19;"02";"2017"
"Andalucía";"Cádiz";51215,97;24483,87;17488,93;4975,45;3527,56;"02";"2017"
"Andalucía";"Córdoba";33520,26;12515,2;10996,26;2205,39;7525,02;"02";"2017"
"Andalucía";"Granada";37115,95;16582,95;12482,49;2722,14;4982,8;"02";"2017"
"Andalucía";"Huelva";24331,91;11415,85;7707,79;1645,39;3360,35;"02";"2017"
"Andalucía";"Jaén";24233,04;9395,78;7578,4;1582,42;5498,8;"02";"2017"
"Andalucía";"Málaga";62602,03;35670,01;18241,1;4609,85;3537,09;"02";"2017"
"Andalucía";"Sevilla";82536,47;36311,77;27248,45;6227,08;11882,17;"02";"2017"
"Aragón";"Huesca";5606,89;4290,93;1101,45;196,89;0;"02";"2017"
"Aragón";"Teruel";3513,5;2578,25;778,48;144,44;0;"02";"2017"
"Aragón";"Zaragoza";25153,48;18575,42;5341,64;1174,42;0;"02";"2017"
"Asturias";"Asturias";30927,39;21520,73;7629,79;1706,99;0;"02";"2017"
"Illes Balears";"Balears, Illes";73645,52;57192,01;15465,24;957,74;0;"02";"2017"
"Canarias";"Palmas, Las";40742,45;24743,32;11806;3759,02;0;"02";"2017"
"Canarias";"Santa Cruz de Tenerife";37522,64;21445,83;12150,29;3543,59;0;"02";"2017"
"Cantabria";"Cantabria";18984,05;13376,9;4698,96;871,33;0;"02";"2017"
"Castilla y León";"Ávila";4566,23;2786,55;1449,07;309,13;0;"02";"2017"
"Castilla y León";"Burgos";10733,31;7640,09;2616,51;447,97;0;"02";"2017"
"Castilla y León";"León";14291,1;9865,27;3662,41;716,19;0;"02";"2017"
"Castilla y León";"Palencia";4796,85;3435,39;1143,67;204,09;0;"02";"2017"
"Castilla y León";"Salamanca";9363,23;5883,76;2822,98;605,83;0;"02";"2017"
"Castilla y León";"Segovia";3839,39;2731,72;924,14;178,05;0;"02";"2017"
"Castilla y León";"Soria";2233,34;1641,19;514,98;72,85;0;"02";"2017"
"Castilla y León";"Valladolid";13798,15;10008,34;3031,88;715,91;0;"02";"2017"
"Castilla y León";"Zamora";5052,64;3111,93;1598,18;321,87;0;"02";"2017"
"Castilla - La Mancha";"Albacete";13065,68;7481,14;4372,35;1074,68;0;"02";"2017"
"Castilla - La Mancha";"Ciudad Real";17246,53;9065,98;6230,63;1678,06;0;"02";"2017"
"Castilla - La Mancha";"Cuenca";5555,56;3212,78;1846,63;439,9;0;"02";"2017"
"Castilla - La Mancha";"Guadalajara";8792,51;6393,92;2013,59;350,01;0;"02";"2017"
"Castilla - La Mancha";"Toledo";23414,17;13259,61;7889,94;1992,68;0;"02";"2017"
"Cataluña";"Barcelona";169932,18;124278,25;38365,37;6882,17;0;"02";"2017"
"Cataluña";"Girona";28676,01;20770,86;6896,79;957,74;0;"02";"2017"
"Cataluña";"Lleida";11815,85;8490,33;2740,36;546,49;0;"02";"2017"
"Cataluña";"Tarragona";31287,22;21894,47;7841,09;1458,05;0;"02";"2017"
"Comunitat Valenciana";"Alicante/Alacant";58205,32;34667,67;17945,51;5076,07;0;"02";"2017"
"Comunitat Valenciana";"Castellón/Castelló";17701,54;11065,71;5273,04;1261,46;0;"02";"2017"
"Comunitat Valenciana";"Valencia/Valéncia";77375,16;48223,23;22185,31;6406,69;0;"02";"2017"
"Extremadura";"Badajoz";32242,21;13538,73;12040,62;2076,74;4352,12;"02";"2017"
"Extremadura";"Cáceres";19057,69;8410,59;6862,86;1049,34;2650,78;"02";"2017"
"Galicia";"Coruña, A";34288,07;23758,07;8684,86;1741,14;0;"02";"2017"
"Galicia";"Lugo";9140,55;6133,57;2508,98;471,89;0;"02";"2017"
"Galicia";"Ourense";8836,55;5318,49;2968,75;512,96;0;"02";"2017"
"Galicia";"Pontevedra";32935,24;21119,35;9724,36;1951,87;0;"02";"2017"
"Madrid";"Madrid";191133,11;150902,67;32739,68;7133,38;0;"02";"2017"
"Murcia";"Murcia";43830,85;29033,58;10709,41;3675;0;"02";"2017"
"Navarra";"Navarra";19112,73;14981,16;3588,87;529,17;0;"02";"2017"
"País Vasco";"Araba/Álava";8582,93;6882,44;1484,76;212,19;0;"02";"2017"
"País Vasco";"Gipuzkoa";18083,1;14717,29;3039,39;321,07;0;"02";"2017"
"País Vasco";"Bizkaia";29352,79;23158,66;5422,57;763,14;0;"02";"2017"
"La Rioja";"Rioja, La";8948,08;6653,66;1857,02;417,25;0;"02";"2017"
"Ceuta";"Ceuta";2265,11;952,03;877,6;308,73;0;"02";"2017"
"Melilla";"Melilla";2197,36;1067,11;855,11;215,5;0;"02";"2017"
"Andalucía";"Almería";22580,92;11875,89;7322,74;1829,34;1261,48;"03";"2017"
"Andalucía";"Cádiz";48406,41;22045,38;17076,97;4995,15;3507,11;"03";"2017"
"Andalucía";"Córdoba";34850,53;12627,22;11793,87;2253,13;7879,05;"03";"2017"
"Andalucía";"Granada";36255,95;15720,71;12478,36;2679,24;5006,09;"03";"2017"
"Andalucía";"Huelva";21541,73;9545,08;7108,78;1626,46;3046,66;"03";"2017"
"Andalucía";"Jaén";27802,32;10410,56;9245,21;1644,08;6306,26;"03";"2017"
"Andalucía";"Málaga";58182,93;31399,13;17998,01;4620,36;3585,89;"03";"2017"
"Andalucía";"Sevilla";81803,65;35360,73;27387,24;6263,06;11887,05;"03";"2017"
"Aragón";"Huesca";5030,33;3750,5;1070,93;189,63;0;"03";"2017"
"Aragón";"Teruel";3175,52;2261,09;757,64;144,39;0;"03";"2017"
"Aragón";"Zaragoza";24603,98;18097,08;5263,58;1177,23;0;"03";"2017"
"Asturias";"Asturias";29847,97;20614,94;7469,13;1708,08;0;"03";"2017"
"Illes Balears";"Balears, Illes";51572,51;36672,63;13930,86;936,75;0;"03";"2017"
"Canarias";"Palmas, Las";40303,75;24376,41;11756,61;3715,49;0;"03";"2017"
"Canarias";"Santa Cruz de Tenerife";37880,25;21665,09;12276,33;3544,72;0;"03";"2017"
